DefaultSPUId,DefaultGenusId,A,B,a_nonmerch,b_nonmerch,k_nonmerch,cap_nonmerch,a_sap,b_sap,k_sap,cap_sap,a1,a2,a3,b1,b2,b3,c1,c2,c3,min_volume,max_volume,low_stemwood_prop,high_stemwood_prop,low_stembark_prop,high_stembark_prop,low_branches_prop,high_branches_prop,low_foliage_prop,high_foliage_prop
14,13,1.27211,0.82777,13.1353,-1.12674,0.97217,2.1927,0,0,1,1,-1.45192,0.0003892,-0.09604,-2.25498,-0.0011334,0.22496,-1.90142,-0.001735,-0.15536,0.28,620.18,0.68153,0.71412,0.13601,0.11468,0.10389,0.15782,0.07857,0.01337
15,1,1.23029,0.80597,10.9979,-1.01516,0.93494,2.3249,0,0,1,1,-1.799,-7.27E-05,-0.02482,-1.3666,0.0004806,-0.09609,-0.86975,-0.000287,-0.21146,0.24,444.78,0.59827,0.70694,0.095,0.09732,0.13011,0.1241,0.17661,0.07164
15,2,1.37829,0.77967,9.3764,-1.04082,0.9728,2.0917,0,0,1,1,-2.10812,0.0005903,-0.02211,-1.7302,0.000977,-0.05046,-1.4477,-0.000111,-0.17773,0.25,835.86,0.68716,0.65715,0.08047,0.11265,0.11205,0.18764,0.12032,0.04256
15,3,1.04407,0.833,11.9357,-0.95322,0.88778,2.4146,0,0,1,1,-1.68863,0.0002014,-0.02388,-1.56658,0.0003914,-0.01797,-1.13937,-0.000574,-0.14043,0.28,411.81,0.61218,0.66569,0.10871,0.11571,0.12404,0.14649,0.15506,0.07211
15,4,1.13149,0.8359,4.1476,-0.76046,0.92501,2.034,0,0,1,1,-1.38032,0.0004551,-0.10155,-1.61275,-0.0003346,0.06642,-1.20107,0.000366,-0.25811,2.43,577.77,0.62019,0.66935,0.12738,0.11469,0.14113,0.16787,0.1113,0.04809
15,6,1.10177,0.83494,11.4145,-1.08262,0.99561,2.3292,0,0,1,1,-1.86554,0.0001958,-0.06568,-1.38585,0.0007411,-0.10448,-1.60278,-0.000991,-0.11724,0.32,263.16,0.66039,0.73372,0.09161,0.08283,0.13874,0.12435,0.10926,0.0591
15,7,0.909,0.84108,2.3651,-0.41461,0.68885,1.8173,0,0,1,1,-1.90106,-0.0002236,0.00674,-1.50461,4.51e-05,0.01838,-1.18608,0.000465,-0.18453,0.44,498.37,0.62355,0.65955,0.09423,0.09193,0.14287,0.16796,0.13935,0.08056
15,8,1.27288,0.79342,11.7138,-1.0521,0.95771,2.3222,0,0,1,1,-1.85912,-0.0001829,-0.01005,-1.31976,0.000925,-0.11767,-1.22183,-0.001118,-0.10972,0.24,835.86,0.61774,0.69331,0.09466,0.08664,0.13586,0.18172,0.15175,0.03832
15,9,1.02115,0.84163,13.0114,-1.0724,0.95665,2.5225,0,0,1,1,-1.41617,0.0001734,-0.05252,-1.57953,-8.08E-05,-0.02379,-1.91479,-0.001448,-0.11888,0.32,620.18,0.64891,0.72006,0.14423,0.13874,0.12851,0.12109,0.07836,0.02011
15,10,1.19492,0.8309,11.6049,-1.07344,0.9533,2.1658,0,0,1,1,-1.86635,-0.0003583,0.01475,-1.43544,0.0015429,-0.02359,-1.93015,-0.001368,-0.09356,0.36,425.88,0.66163,0.62928,0.1049,0.09139,0.15145,0.25042,0.08202,0.02891
15,11,1.05341,0.8798,8.2093,-0.9376,0.94411,2.1757,0,0,1,1,-1.84543,-0.0005793,-0.01429,-1.51825,0.0001825,0.05744,-1.9691,-0.002027,-0.14232,0.44,509.09,0.66435,0.67928,0.1024,0.07307,0.16044,0.23375,0.0728,0.0139
15,12,1.51188,0.8097,22.6137,-1.274,0.98144,1.996,0,0,1,1,-1.90715,-0.0006828,-0.01519,-2.55804,-0.0010482,0.29661,-1.46093,-0.000591,-0.30459,0.28,496.33,0.70854,0.70751,0.10257,0.06812,0.08987,0.20594,0.09902,0.01843
15,13,1.27211,0.82777,13.1353,-1.12674,0.97217,2.1927,0,0,1,1,-1.45192,0.0003892,-0.09604,-2.25498,-0.0011334,0.22496,-1.90142,-0.001735,-0.15536,0.28,620.18,0.68153,0.71412,0.13601,0.11468,0.10389,0.15782,0.07857,0.01337
16,1,0.75107,0.91973,7.2188,-0.9262,0.93165,2.5307,0,0,1,1,-1.49293,0.0002543,-0.1,-1.05175,-0.0003263,-0.16582,-0.02308,-0.001261,-0.35972,0.187,375.34,0.50078,0.75545,0.09546,0.1031,0.13314,0.08718,0.27062,0.05427
16,2,1.25884,0.81625,14.5198,-1.14485,0.96469,3.1279,0,0,1,1,-1.49191,0.000804,-0.18124,-1.00069,0.0013393,-0.26023,-0.46774,0.000689,-0.41078,0.229,789.03,0.58026,0.72359,0.09673,0.09152,0.13874,0.13465,0.18427,0.05025
16,3,0.56921,0.95279,3.5103,-0.58251,0.76747,3.2691,0,0,1,1,-1.5612,0.0007084,-0.0606,-0.84563,-0.0001811,-0.18717,0.52121,-0.000556,-0.49458,0.322,235.17,0.4464,0.70247,0.08468,0.12494,0.14014,0.10359,0.32878,0.069
16,4,1.04997,0.86168,0,-0.5,1,1,0,0,1,1,-1.38032,0.0004551,-0.10155,-1.61275,-0.0003346,0.06642,-1.20107,0.000366,-0.25811,2.43,577.77,0.62019,0.66935,0.12738,0.11469,0.14113,0.16787,0.1113,0.04809
16,6,1.10177,0.83494,11.4145,-1.08262,0.99561,2.3292,0,0,1,1,-1.86554,0.0001958,-0.06568,-1.38585,0.0007411,-0.10448,-1.60278,-0.000991,-0.11724,0.32,263.16,0.66039,0.73372,0.09161,0.08283,0.13874,0.12435,0.10926,0.0591
16,7,0.60591,0.90517,0.2274,-3.23568,1.02863,2.1716,0,0,1,1,-1.82056,-0.0002542,-0.01124,-0.41164,-0.000162,-0.18653,-0.2312,-0.000224,-0.30036,1.813,552.36,0.48373,0.7031,0.07663,0.09215,0.22401,0.13096,0.21563,0.07378
16,8,1.16983,0.82829,10.2846,-1.07204,0.96557,2.8347,0,0,1,1,-1.35903,0.0003799,-0.17083,-0.77134,0.0012207,-0.28648,0.01825,0.000103,-0.44448,0.187,789.03,0.50696,0.74267,0.09832,0.0823,0.14631,0.13285,0.2484,0.04219
16,9,0.63722,0.9323,16.2162,-1.13314,0.94007,4.0398,0,0,1,1,-1.38694,0.0001328,-0.05426,-1.21612,-5.21E-05,-0.11878,-0.43648,-0.001629,-0.39941,0.302,571.15,0.55459,0.74281,0.12657,0.14181,0.13482,0.10044,0.18401,0.01495
16,10,0.894,0.90083,3.4021,-0.60029,0.80228,2.226,0,0,1,1,-1.71561,-0.0002471,-0.01004,-1.55621,-0.000416,0.00594,-0.44906,0.000496,-0.43673,0.298,299.6,0.58891,0.70858,0.10415,0.11175,0.12544,0.13651,0.18149,0.04317
16,11,1.09035,0.88922,1.0503,-0.00645,0,1.0356,0,0,1,1,-1.84543,-0.0005793,-0.01429,-1.51825,0.0001825,0.05744,-1.9691,-0.002027,-0.14232,0.44,509.09,0.66435,0.67928,0.1024,0.07307,0.16044,0.23375,0.0728,0.0139
16,12,1.51188,0.8097,22.6137,-1.274,0.98144,1.996,0,0,1,1,-1.90715,-0.0006828,-0.01519,-2.55804,-0.0010482,0.29661,-1.46093,-0.000591,-0.30459,0.28,496.33,0.70854,0.70751,0.10257,0.06812,0.08987,0.20594,0.09902,0.01843
16,13,1.01227,0.85338,8.435,-0.9326,0.91563,3.812,0,0,1,1,-1.48192,0.000342,-0.04878,-1.23425,-0.0007836,-0.0667,-0.45135,-0.001044,-0.45535,0.298,571.15,0.56568,0.7442,0.1185,0.15075,0.14728,0.09061,0.16854,0.01445
17,1,0.97767,0.85915,14.3187,-1.10845,0.94598,3.0706,0,0,1,1,-1.78887,-0.0001784,-0.02176,-1.1854,0.001093,-0.12718,-0.45509,0.000717,-0.35473,0.35,342.15,0.56877,0.68902,0.09166,0.0954,0.14049,0.14546,0.19908,0.07012
17,2,1.00805,0.84008,13.9011,-1.24874,1.0135,2.6358,0,0,1,1,-1.70125,7.47e-05,-0.03892,-1.92985,-0.0002898,0.08783,-1.21045,0.000391,-0.23575,2.66,544.47,0.65501,0.69072,0.11043,0.10268,0.11362,0.14904,0.12094,0.05756
17,3,0.90552,0.86962,6.4486,-0.66579,0.72693,2.8553,0,0,1,1,-1.63703,-4.62E-05,-0.03708,-1.47443,0.0006221,-0.03396,-1.1971,-0.000277,-0.17452,0.42,301.24,0.61583,0.67348,0.11253,0.10451,0.13314,0.15309,0.13849,0.06892
17,4,1.07579,0.84146,5.175,-0.45715,0.41741,4.0226,0,0,1,1,-1.45191,0.0004431,-0.09132,-1.36902,-0.000232,0.00728,-1.57557,-5.60E-05,-0.1463,1.76,460.5,0.62073,0.67341,0.12215,0.11034,0.16003,0.16097,0.09709,0.05527
17,6,0.99649,0.87269,9.6933,-0.84931,0.84254,3.2708,0,0,1,1,-2.04126,-0.0011173,0.01031,-2.53003,-0.0021682,0.18733,-1.83019,0.000427,-0.12705,2.17,263.76,0.72894,0.75823,0.09637,0.07769,0.08359,0.09722,0.09111,0.06687
17,7,1.07078,0.81759,6.2839,-0.77233,0.85907,2.5503,0,0,1,1,-1.75157,0.0001138,-0.04732,-1.58686,-0.0006475,0.04425,-1.20468,0.00094,-0.21408,0.43,376.37,0.62919,0.68264,0.10077,0.09332,0.13868,0.14237,0.13136,0.08167
17,8,0.96358,0.84637,8.4289,-0.88761,0.90756,3.132,0,0,1,1,-1.59961,0.0003825,-0.07311,-1.48365,0.0006139,-0.04852,-1.08538,-0.000539,-0.17303,0.35,544.47,0.60958,0.67813,0.10893,0.10635,0.12748,0.15819,0.15401,0.05733
17,9,1.01405,0.84974,14.9589,-1.05743,0.95532,3.0007,0,0,1,1,-1.78621,-0.0005828,0.04281,-1.73943,0.0001132,0.01099,-2.7669,-0.000685,-0.01259,0.88,390.17,0.70362,0.70766,0.12715,0.12204,0.12601,0.13871,0.04323,0.03159
17,10,1.38909,0.81038,11.1178,-0.92369,0.88203,2.4905,0,0,1,1,-1.75414,-0.000326,-0.0182,-2.6148,8.85e-05,0.25788,-4.73107,-0.003946,0.51884,0.44,308.29,0.7679,0.65636,0.12884,0.09253,0.08698,0.2173,0.01628,0.03382
17,11,0.91868,0.90309,15.6253,-1.11424,0.96479,2.5504,0,0,1,1,-1.79353,-0.0008069,-0.01448,-1.47798,0.0004943,0.02049,-2.7186,-0.002878,0.04065,0.48,594.07,0.68069,0.6858,0.11045,0.0644,0.16081,0.23919,0.04805,0.01061
17,12,1.38341,0.82265,25.1394,-1.39055,1.00839,2.1369,0,0,1,1,-1.5049,-0.0004696,-0.08295,-2.14884,1.42e-05,0.17736,-2.52586,-0.00178,-0.05728,1.87,425.24,0.70195,0.67548,0.13272,0.07428,0.11522,0.23234,0.05011,0.01791
17,13,0.95795,0.89434,14.9295,-1.09124,0.96228,2.5203,0,0,1,1,-1.66669,-0.0008911,-0.02896,-2.00085,0.0001276,0.13249,-2.73902,-0.002214,-0.0061,0.44,594.07,0.70776,0.68989,0.12723,0.06377,0.11979,0.23482,0.04523,0.01151
18,1,0.75107,0.91973,7.2188,-0.9262,0.93165,2.5307,0,0,1,1,-1.49293,0.0002543,-0.1,-1.05175,-0.0003263,-0.16582,-0.02308,-0.001261,-0.35972,0.187,375.34,0.50078,0.75545,0.09546,0.1031,0.13314,0.08718,0.27062,0.05427
18,2,1.25884,0.81625,14.5198,-1.14485,0.96469,3.1279,0,0,1,1,-1.49191,0.000804,-0.18124,-1.00069,0.0013393,-0.26023,-0.46774,0.000689,-0.41078,0.229,789.03,0.58026,0.72359,0.09673,0.09152,0.13874,0.13465,0.18427,0.05025
18,3,0.56921,0.95279,3.5103,-0.58251,0.76747,3.2691,0,0,1,1,-1.5612,0.0007084,-0.0606,-0.84563,-0.0001811,-0.18717,0.52121,-0.000556,-0.49458,0.322,235.17,0.4464,0.70247,0.08468,0.12494,0.14014,0.10359,0.32878,0.069
18,4,1.04997,0.86168,0,-0.5,1,1,0,0,1,1,-1.38032,0.0004551,-0.10155,-1.61275,-0.0003346,0.06642,-1.20107,0.000366,-0.25811,2.43,577.77,0.62019,0.66935,0.12738,0.11469,0.14113,0.16787,0.1113,0.04809
18,6,1.10177,0.83494,11.4145,-1.08262,0.99561,2.3292,0,0,1,1,-1.86554,0.0001958,-0.06568,-1.38585,0.0007411,-0.10448,-1.60278,-0.000991,-0.11724,0.32,263.16,0.66039,0.73372,0.09161,0.08283,0.13874,0.12435,0.10926,0.0591
18,7,0.60591,0.90517,0.2274,-3.23568,1.02863,2.1716,0,0,1,1,-1.82056,-0.0002542,-0.01124,-0.41164,-0.000162,-0.18653,-0.2312,-0.000224,-0.30036,1.813,552.36,0.48373,0.7031,0.07663,0.09215,0.22401,0.13096,0.21563,0.07378
18,8,1.16983,0.82829,10.2846,-1.07204,0.96557,2.8347,0,0,1,1,-1.35903,0.0003799,-0.17083,-0.77134,0.0012207,-0.28648,0.01825,0.000103,-0.44448,0.187,789.03,0.50696,0.74267,0.09832,0.0823,0.14631,0.13285,0.2484,0.04219
18,9,0.63722,0.9323,16.2162,-1.13314,0.94007,4.0398,0,0,1,1,-1.38694,0.0001328,-0.05426,-1.21612,-5.21E-05,-0.11878,-0.43648,-0.001629,-0.39941,0.302,571.15,0.55459,0.74281,0.12657,0.14181,0.13482,0.10044,0.18401,0.01495
18,10,0.894,0.90083,3.4021,-0.60029,0.80228,2.226,0,0,1,1,-1.71561,-0.0002471,-0.01004,-1.55621,-0.000416,0.00594,-0.44906,0.000496,-0.43673,0.298,299.6,0.58891,0.70858,0.10415,0.11175,0.12544,0.13651,0.18149,0.04317
18,11,1.09035,0.88922,1.0503,-0.00645,0,1.0356,0,0,1,1,-1.84543,-0.0005793,-0.01429,-1.51825,0.0001825,0.05744,-1.9691,-0.002027,-0.14232,0.44,509.09,0.66435,0.67928,0.1024,0.07307,0.16044,0.23375,0.0728,0.0139
18,12,1.51188,0.8097,22.6137,-1.274,0.98144,1.996,0,0,1,1,-1.90715,-0.0006828,-0.01519,-2.55804,-0.0010482,0.29661,-1.46093,-0.000591,-0.30459,0.28,496.33,0.70854,0.70751,0.10257,0.06812,0.08987,0.20594,0.09902,0.01843
18,13,1.01227,0.85338,8.435,-0.9326,0.91563,3.812,0,0,1,1,-1.48192,0.000342,-0.04878,-1.23425,-0.0007836,-0.0667,-0.45135,-0.001044,-0.45535,0.298,571.15,0.56568,0.7442,0.1185,0.15075,0.14728,0.09061,0.16854,0.01445
19,1,0.75107,0.91973,7.2188,-0.9262,0.93165,2.5307,0,0,1,1,-1.49293,0.0002543,-0.1,-1.05175,-0.0003263,-0.16582,-0.02308,-0.001261,-0.35972,0.187,375.34,0.50078,0.75545,0.09546,0.1031,0.13314,0.08718,0.27062,0.05427
19,2,1.25884,0.81625,14.5198,-1.14485,0.96469,3.1279,0,0,1,1,-1.49191,0.000804,-0.18124,-1.00069,0.0013393,-0.26023,-0.46774,0.000689,-0.41078,0.229,789.03,0.58026,0.72359,0.09673,0.09152,0.13874,0.13465,0.18427,0.05025
19,3,0.56921,0.95279,3.5103,-0.58251,0.76747,3.2691,0,0,1,1,-1.5612,0.0007084,-0.0606,-0.84563,-0.0001811,-0.18717,0.52121,-0.000556,-0.49458,0.322,235.17,0.4464,0.70247,0.08468,0.12494,0.14014,0.10359,0.32878,0.069
19,4,1.04997,0.86168,0,-0.5,1,1,0,0,1,1,-1.38032,0.0004551,-0.10155,-1.61275,-0.0003346,0.06642,-1.20107,0.000366,-0.25811,2.43,577.77,0.62019,0.66935,0.12738,0.11469,0.14113,0.16787,0.1113,0.04809
19,6,1.10177,0.83494,11.4145,-1.08262,0.99561,2.3292,0,0,1,1,-1.86554,0.0001958,-0.06568,-1.38585,0.0007411,-0.10448,-1.60278,-0.000991,-0.11724,0.32,263.16,0.66039,0.73372,0.09161,0.08283,0.13874,0.12435,0.10926,0.0591
19,7,0.60591,0.90517,0.2274,-3.23568,1.02863,2.1716,0,0,1,1,-1.82056,-0.0002542,-0.01124,-0.41164,-0.000162,-0.18653,-0.2312,-0.000224,-0.30036,1.813,552.36,0.48373,0.7031,0.07663,0.09215,0.22401,0.13096,0.21563,0.07378
19,8,1.16983,0.82829,10.2846,-1.07204,0.96557,2.8347,0,0,1,1,-1.35903,0.0003799,-0.17083,-0.77134,0.0012207,-0.28648,0.01825,0.000103,-0.44448,0.187,789.03,0.50696,0.74267,0.09832,0.0823,0.14631,0.13285,0.2484,0.04219
19,9,0.63722,0.9323,16.2162,-1.13314,0.94007,4.0398,0,0,1,1,-1.38694,0.0001328,-0.05426,-1.21612,-5.21E-05,-0.11878,-0.43648,-0.001629,-0.39941,0.302,571.15,0.55459,0.74281,0.12657,0.14181,0.13482,0.10044,0.18401,0.01495
19,10,0.894,0.90083,3.4021,-0.60029,0.80228,2.226,0,0,1,1,-1.71561,-0.0002471,-0.01004,-1.55621,-0.000416,0.00594,-0.44906,0.000496,-0.43673,0.298,299.6,0.58891,0.70858,0.10415,0.11175,0.12544,0.13651,0.18149,0.04317
19,11,1.09035,0.88922,1.0503,-0.00645,0,1.0356,0,0,1,1,-1.84543,-0.0005793,-0.01429,-1.51825,0.0001825,0.05744,-1.9691,-0.002027,-0.14232,0.44,509.09,0.66435,0.67928,0.1024,0.07307,0.16044,0.23375,0.0728,0.0139
19,12,1.51188,0.8097,22.6137,-1.274,0.98144,1.996,0,0,1,1,-1.90715,-0.0006828,-0.01519,-2.55804,-0.0010482,0.29661,-1.46093,-0.000591,-0.30459,0.28,496.33,0.70854,0.70751,0.10257,0.06812,0.08987,0.20594,0.09902,0.01843
19,13,1.01227,0.85338,8.435,-0.9326,0.91563,3.812,0,0,1,1,-1.48192,0.000342,-0.04878,-1.23425,-0.0007836,-0.0667,-0.45135,-0.001044,-0.45535,0.298,571.15,0.56568,0.7442,0.1185,0.15075,0.14728,0.09061,0.16854,0.01445
21,1,0.70548,0.9047,4.61,-1.01216,0.9867,1.8094,0,0,1,1,-1.57262,0.0002621,-0.0854,-0.83023,0.0004997,-0.23824,-0.16211,3.3e-05,-0.3869,0.317,529.19,0.5213,0.74473,0.0938,0.10383,0.15266,0.09472,0.23224,0.05673
21,2,0.66159,0.93575,20.2678,-1.57292,1.00016,2.324,0,0,1,1,-1.79052,0.000285,-0.11886,-1.28235,-0.0013455,-0.11011,-0.70426,0.000822,-0.38424,0.165,386.36,0.61278,0.80281,0.08413,0.07356,0.14183,0.06862,0.16126,0.05501
21,3,0.49812,0.95597,2.9709,-0.95896,0.98822,1.6749,0,0,1,1,-1.68295,-0.0001204,-0.006,-0.94388,0.0007694,-0.20954,-0.36249,-0.001,-0.31585,1.519,329.11,0.54612,0.71394,0.10033,0.12314,0.14364,0.10589,0.20992,0.05703
21,6,0.53126,0.92834,0.5543,-0.27808,0.87365,1.2577,0,0,1,1,-1.971,-0.0006047,-0.02757,-1.42941,-0.0018351,-0.01464,-1.04565,-0.001387,-0.20518,2.871,450.4,0.62824,0.80709,0.08254,0.07234,0.14519,0.07731,0.14402,0.04326
21,7,0.6737,0.84366,1.2689,-0.04769,0,1.1772,0,0,1,1,-1.91245,-0.000323,0.01151,-0.40418,0.0006499,-0.23173,0.36222,0.001588,-0.46751,16.219,499.74,0.54408,0.6551,0.08281,0.08846,0.18083,0.14304,0.19227,0.11341
21,8,0.84015,0.86659,9.2836,-1.29692,0.99809,2.0218,0,0,1,1,-1.85811,-0.0004392,-0.04085,-1.06217,-0.0001517,-0.17361,-0.55045,-6.20E-05,-0.33192,0.165,499.74,0.57465,0.78325,0.08381,0.07607,0.14938,0.08519,0.19216,0.05548
21,9,0.55292,0.95019,18.7248,-1.61819,1.00707,2.4738,0,0,1,1,-1.23534,0.0003359,-0.0881,-1.13015,-1.39E-05,-0.12641,-0.31967,0.000877,-0.52848,0.58,703.92,0.5547,0.72046,0.13863,0.14882,0.14416,0.10051,0.1625,0.03022
21,10,0.71253,0.92022,1.6621,-0.85142,0.98535,1.3842,0,0,1,1,-1.66916,-6.34E-05,-0.0233,-0.61916,0.0022315,-0.27551,-0.82639,0.001295,-0.40005,0.364,289.67,0.5734,0.69346,0.10388,0.11236,0.19451,0.14877,0.12822,0.04541
21,12,0.61841,0.96331,1.074,-0.58506,0.95105,1.2899,0,0,1,1,-1.05596,-0.0002159,-0.14417,-1.24864,-0.0005785,-0.10455,-2.45411,-0.002474,-0.07513,2.175,381.68,0.63751,0.78097,0.16684,0.10598,0.14866,0.09637,0.04699,0.01668
21,13,0.59376,0.94695,11.7918,-1.40923,0.99677,2.1063,0,0,1,1,-1.23019,0.000212,-0.09046,-1.15099,-9.56E-05,-0.12399,-0.29255,0.000957,-0.59748,0.364,703.92,0.56129,0.74216,0.14092,0.13905,0.14417,0.09727,0.15362,0.02153
22,1,0.70548,0.9047,4.61,-1.01216,0.9867,1.8094,0,0,1,1,-1.57262,0.0002621,-0.0854,-0.83023,0.0004997,-0.23824,-0.16211,3.3e-05,-0.3869,0.317,529.19,0.5213,0.74473,0.0938,0.10383,0.15266,0.09472,0.23224,0.05673
22,2,0.66159,0.93575,20.2678,-1.57292,1.00016,2.324,0,0,1,1,-1.79052,0.000285,-0.11886,-1.28235,-0.0013455,-0.11011,-0.70426,0.000822,-0.38424,0.165,386.36,0.61278,0.80281,0.08413,0.07356,0.14183,0.06862,0.16126,0.05501
22,3,0.49812,0.95597,2.9709,-0.95896,0.98822,1.6749,0,0,1,1,-1.68295,-0.0001204,-0.006,-0.94388,0.0007694,-0.20954,-0.36249,-0.001,-0.31585,1.519,329.11,0.54612,0.71394,0.10033,0.12314,0.14364,0.10589,0.20992,0.05703
22,6,0.53126,0.92834,0.5543,-0.27808,0.87365,1.2577,0,0,1,1,-1.971,-0.0006047,-0.02757,-1.42941,-0.0018351,-0.01464,-1.04565,-0.001387,-0.20518,2.871,450.4,0.62824,0.80709,0.08254,0.07234,0.14519,0.07731,0.14402,0.04326
22,7,0.6737,0.84366,1.2689,-0.04769,0,1.1772,0,0,1,1,-1.91245,-0.000323,0.01151,-0.40418,0.0006499,-0.23173,0.36222,0.001588,-0.46751,16.219,499.74,0.54408,0.6551,0.08281,0.08846,0.18083,0.14304,0.19227,0.11341
22,8,0.84015,0.86659,9.2836,-1.29692,0.99809,2.0218,0,0,1,1,-1.85811,-0.0004392,-0.04085,-1.06217,-0.0001517,-0.17361,-0.55045,-6.20E-05,-0.33192,0.165,499.74,0.57465,0.78325,0.08381,0.07607,0.14938,0.08519,0.19216,0.05548
22,9,0.55292,0.95019,18.7248,-1.61819,1.00707,2.4738,0,0,1,1,-1.23534,0.0003359,-0.0881,-1.13015,-1.39E-05,-0.12641,-0.31967,0.000877,-0.52848,0.58,703.92,0.5547,0.72046,0.13863,0.14882,0.14416,0.10051,0.1625,0.03022
22,10,0.71253,0.92022,1.6621,-0.85142,0.98535,1.3842,0,0,1,1,-1.66916,-6.34E-05,-0.0233,-0.61916,0.0022315,-0.27551,-0.82639,0.001295,-0.40005,0.364,289.67,0.5734,0.69346,0.10388,0.11236,0.19451,0.14877,0.12822,0.04541
22,12,0.61841,0.96331,1.074,-0.58506,0.95105,1.2899,0,0,1,1,-1.05596,-0.0002159,-0.14417,-1.24864,-0.0005785,-0.10455,-2.45411,-0.002474,-0.07513,2.175,381.68,0.63751,0.78097,0.16684,0.10598,0.14866,0.09637,0.04699,0.01668
22,13,0.59376,0.94695,11.7918,-1.40923,0.99677,2.1063,0,0,1,1,-1.23019,0.000212,-0.09046,-1.15099,-9.56E-05,-0.12399,-0.29255,0.000957,-0.59748,0.364,703.92,0.56129,0.74216,0.14092,0.13905,0.14417,0.09727,0.15362,0.02153
23,1,0.51463,0.95441,4.094,-0.86834,0.95654,2.0643,0,0,1,1,-1.10382,0.0002005,-0.15475,-0.5092,-0.0004368,-0.22163,0.26919,-0.000859,-0.41133,0.588,490.4,0.43306,0.75213,0.11005,0.10533,0.1777,0.09223,0.27918,0.05031
23,2,0.42933,1.00636,4.5528,-0.99607,0.95859,2.0358,0,0,1,1,-0.56657,0.0003582,-0.31114,-0.70372,-0.0014025,-0.22311,-0.08044,-0.002438,-0.39395,0.15,331.66,0.46135,0.81243,0.15723,0.08492,0.15831,0.06892,0.22311,0.03373
23,3,0.58113,0.91522,22.9452,-2.84014,1.05952,1.3392,0,0,1,1,-1.93231,-0.0007765,0.05261,0.69595,0.0019348,-0.49141,0.52005,0.002226,-0.57633,3.539,343.52,0.42406,0.6692,0.06855,0.10099,0.2985,0.14695,0.20889,0.08285
23,6,0.48265,0.93194,0.7586,-0.24572,0.78447,1.3588,0,0,1,1,-1.5298,-0.000404,-0.07909,-0.02523,0.0002392,-0.31681,-0.80941,-0.000568,-0.28107,0.57,481.99,0.49271,0.75598,0.09314,0.08261,0.27886,0.11646,0.1353,0.04495
23,8,0.57078,0.93548,3.2131,-0.82974,0.95877,1.9448,0,0,1,1,-0.90657,0.0003196,-0.2189,-0.31667,9.67e-05,-0.30096,0.13215,-0.000752,-0.41169,0.15,490.4,0.43323,0.76874,0.12224,0.09337,0.19274,0.09074,0.25178,0.04715
