DefaultSPUId,DefaultGenusId,A,B,a_nonmerch,b_nonmerch,k_nonmerch,cap_nonmerch,a_sap,b_sap,k_sap,cap_sap,a1,a2,a3,b1,b2,b3,c1,c2,c3,min_volume,max_volume,low_stemwood_prop,high_stemwood_prop,low_stembark_prop,high_stembark_prop,low_branches_prop,high_branches_prop,low_foliage_prop,high_foliage_prop
23,9,0.5211,0.9562,18.889,-1.63154,1.00082,2.2977,0,0,1,1,-0.75109,0.0002802,-0.13678,0.1633,-0.0006247,-0.36146,-0.38413,-0.010779,-0.08913,0.248,522.75,0.38335,0.75684,0.14419,0.17541,0.24785,0.06669,0.22461,0.00105
23,10,0.74672,0.9062,1.3733,-0.66371,0.9526,1.2175,0,0,1,1,-2.11424,-0.001495,0.12889,0.34325,0.0029521,-0.45005,-0.85172,0.00137,-0.43232,15.403,326.57,0.59809,0.67472,0.10408,0.10563,0.22707,0.18302,0.07077,0.03663
23,12,0.61841,0.96331,1.074,-0.58506,0.95105,1.2899,0,0,1,1,-1.05596,-0.0002159,-0.14417,-1.24864,-0.0005785,-0.10455,-2.45411,-0.002474,-0.07513,2.175,381.68,0.63751,0.78097,0.16684,0.10598,0.14866,0.09637,0.04699,0.01668
23,13,0.57382,0.94058,15.7196,-1.56199,0.99899,2.0412,0,0,1,1,-0.87715,0.0002766,-0.10925,0.53148,-0.0007332,-0.43204,-1.41215,-0.018022,0.29554,0.248,522.75,0.38849,0.75771,0.13484,0.18363,0.32288,0.05857,0.15379,1e-04
24,1,0.71116,0.89376,2.2865,-1.13952,0.99465,2.1697,0,0,1,1,-1.2588,-9.75E-05,-0.11689,0.12757,-0.0013997,-0.22939,1.01933,-0.000425,-0.48994,3.043,583.78,0.34242,0.7471,0.07619,0.0951,0.24012,0.0868,0.34127,0.071
24,8,0.66982,0.90354,2.3218,-1.16423,0.99379,2.1699,0,0,1,1,-1.33013,-0.0001316,-0.10252,0.41072,-0.0011519,-0.29421,1.18851,-0.001218,-0.45993,3.043,583.78,0.30481,0.75133,0.06507,0.09568,0.24803,0.08855,0.38209,0.06444
24,13,0.57382,0.94058,15.7196,-1.56199,0.99899,2.0412,0,0,1,1,-0.87715,0.0002766,-0.10925,0.53148,-0.0007332,-0.43204,-1.41215,-0.018022,0.29554,0.248,522.75,0.38849,0.75771,0.13484,0.18363,0.32288,0.05857,0.15379,1e-04
25,1,0.70548,0.9047,4.61,-1.01216,0.9867,1.8094,0,0,1,1,-1.57262,0.0002621,-0.0854,-0.83023,0.0004997,-0.23824,-0.16211,3.3e-05,-0.3869,0.317,529.19,0.5213,0.74473,0.0938,0.10383,0.15266,0.09472,0.23224,0.05673
25,2,0.66159,0.93575,20.2678,-1.57292,1.00016,2.324,0,0,1,1,-1.79052,0.000285,-0.11886,-1.28235,-0.0013455,-0.11011,-0.70426,0.000822,-0.38424,0.165,386.36,0.61278,0.80281,0.08413,0.07356,0.14183,0.06862,0.16126,0.05501
25,3,0.49812,0.95597,2.9709,-0.95896,0.98822,1.6749,0,0,1,1,-1.68295,-0.0001204,-0.006,-0.94388,0.0007694,-0.20954,-0.36249,-0.001,-0.31585,1.519,329.11,0.54612,0.71394,0.10033,0.12314,0.14364,0.10589,0.20992,0.05703
25,6,0.53126,0.92834,0.5543,-0.27808,0.87365,1.2577,0,0,1,1,-1.971,-0.0006047,-0.02757,-1.42941,-0.0018351,-0.01464,-1.04565,-0.001387,-0.20518,2.871,450.4,0.62824,0.80709,0.08254,0.07234,0.14519,0.07731,0.14402,0.04326
25,7,0.6737,0.84366,1.2689,-0.04769,0,1.1772,0,0,1,1,-1.91245,-0.000323,0.01151,-0.40418,0.0006499,-0.23173,0.36222,0.001588,-0.46751,16.219,499.74,0.54408,0.6551,0.08281,0.08846,0.18083,0.14304,0.19227,0.11341
25,8,0.84015,0.86659,9.2836,-1.29692,0.99809,2.0218,0,0,1,1,-1.85811,-0.0004392,-0.04085,-1.06217,-0.0001517,-0.17361,-0.55045,-6.20E-05,-0.33192,0.165,499.74,0.57465,0.78325,0.08381,0.07607,0.14938,0.08519,0.19216,0.05548
25,9,0.55292,0.95019,18.7248,-1.61819,1.00707,2.4738,0,0,1,1,-1.23534,0.0003359,-0.0881,-1.13015,-1.39E-05,-0.12641,-0.31967,0.000877,-0.52848,0.58,703.92,0.5547,0.72046,0.13863,0.14882,0.14416,0.10051,0.1625,0.03022
25,10,0.71253,0.92022,1.6621,-0.85142,0.98535,1.3842,0,0,1,1,-1.66916,-6.34E-05,-0.0233,-0.61916,0.0022315,-0.27551,-0.82639,0.001295,-0.40005,0.364,289.67,0.5734,0.69346,0.10388,0.11236,0.19451,0.14877,0.12822,0.04541
25,12,0.61841,0.96331,1.074,-0.58506,0.95105,1.2899,0,0,1,1,-1.05596,-0.0002159,-0.14417,-1.24864,-0.0005785,-0.10455,-2.45411,-0.002474,-0.07513,2.175,381.68,0.63751,0.78097,0.16684,0.10598,0.14866,0.09637,0.04699,0.01668
25,13,0.59376,0.94695,11.7918,-1.40923,0.99677,2.1063,0,0,1,1,-1.23019,0.000212,-0.09046,-1.15099,-9.56E-05,-0.12399,-0.29255,0.000957,-0.59748,0.364,703.92,0.56129,0.74216,0.14092,0.13905,0.14417,0.09727,0.15362,0.02153
26,1,1.26869,0.81074,4.61,-1.01216,0.9867,1.8094,0,0,1,1,-2.17671,-0.0008013,0.07542,-0.55877,-0.00037,-0.27645,1.2648,0.000826,-0.69459,94.895,420.58,0.68499,0.77252,0.10189,0.09874,0.10593,0.07094,0.10719,0.05781
26,2,1.15213,0.84307,20.2678,-1.57292,1.00016,2.324,0,0,1,1,-1.46179,0.0009756,-0.20301,-1.97432,-0.0001226,-0.05051,-0.62624,0.00071,-0.40581,11.733,479,0.70203,0.79214,0.09291,0.08353,0.08443,0.0759,0.12063,0.04842
26,3,0.50445,0.94359,2.9709,-0.95896,0.98822,1.6749,0,0,1,1,-1.70472,-0.0002335,0.00174,-1.71684,-0.0003466,0.02057,-1.36216,3.4e-05,-0.16021,133.783,1100.21,0.67373,0.72965,0.11976,0.10387,0.12788,0.10339,0.07864,0.06309
26,6,0.53126,0.92834,0.5543,-0.27808,0.87365,1.2577,0,0,1,1,-1.971,-0.0006047,-0.02757,-1.42941,-0.0018351,-0.01464,-1.04565,-0.001387,-0.20518,2.871,450.4,0.62824,0.80709,0.08254,0.07234,0.14519,0.07731,0.14402,0.04326
26,8,1.31805,0.81455,9.2836,-1.29692,0.99809,2.0218,0,0,1,1,-2.30153,-0.0001201,0.02772,-1.97589,-0.0004089,-0.03418,-1.61309,-0.000921,-0.11925,11.733,479,0.72766,0.79003,0.07865,0.08862,0.09118,0.07289,0.10251,0.04845
26,9,0.80468,0.88493,18.7248,-1.61819,1.00707,2.4738,0,0,1,1,-1.40813,-0.0008354,-0.00578,-1.74316,-0.0011054,0.0317,-1.77012,-0.000856,-0.13021,33.086,393.2,0.65558,0.73374,0.15274,0.12483,0.12411,0.1005,0.06757,0.04093
26,10,2.37953,0.67918,1.6621,-0.85142,0.98535,1.3842,0,0,1,1,-1.42161,6.32e-05,-0.04927,-1.47516,-0.0002509,-0.00743,0.25846,0.001146,-0.62191,0.515,838.11,0.5275,0.70914,0.11703,0.12947,0.11913,0.12503,0.23634,0.03635
26,13,0.95471,0.85607,11.7918,-1.40923,0.99677,2.1063,0,0,1,1,-1.85053,-0.0005552,0.07745,-2.06008,-0.001233,0.09941,-2.21042,-0.001741,-0.01713,33.086,393.2,0.67682,0.71783,0.13844,0.14419,0.11891,0.10216,0.06583,0.03583
27,1,1.26869,0.81074,4.61,-1.01216,0.9867,1.8094,0,0,1,1,-2.17671,-0.0008013,0.07542,-0.55877,-0.00037,-0.27645,1.2648,0.000826,-0.69459,94.895,420.58,0.68499,0.77252,0.10189,0.09874,0.10593,0.07094,0.10719,0.05781
27,2,1.15213,0.84307,20.2678,-1.57292,1.00016,2.324,0,0,1,1,-1.46179,0.0009756,-0.20301,-1.97432,-0.0001226,-0.05051,-0.62624,0.00071,-0.40581,11.733,479,0.70203,0.79214,0.09291,0.08353,0.08443,0.0759,0.12063,0.04842
27,3,0.50445,0.94359,2.9709,-0.95896,0.98822,1.6749,0,0,1,1,-1.70472,-0.0002335,0.00174,-1.71684,-0.0003466,0.02057,-1.36216,3.4e-05,-0.16021,133.783,1100.21,0.67373,0.72965,0.11976,0.10387,0.12788,0.10339,0.07864,0.06309
27,6,0.53126,0.92834,0.5543,-0.27808,0.87365,1.2577,0,0,1,1,-1.971,-0.0006047,-0.02757,-1.42941,-0.0018351,-0.01464,-1.04565,-0.001387,-0.20518,2.871,450.4,0.62824,0.80709,0.08254,0.07234,0.14519,0.07731,0.14402,0.04326
27,8,1.31805,0.81455,9.2836,-1.29692,0.99809,2.0218,0,0,1,1,-2.30153,-0.0001201,0.02772,-1.97589,-0.0004089,-0.03418,-1.61309,-0.000921,-0.11925,11.733,479,0.72766,0.79003,0.07865,0.08862,0.09118,0.07289,0.10251,0.04845
27,9,0.80468,0.88493,18.7248,-1.61819,1.00707,2.4738,0,0,1,1,-1.40813,-0.0008354,-0.00578,-1.74316,-0.0011054,0.0317,-1.77012,-0.000856,-0.13021,33.086,393.2,0.65558,0.73374,0.15274,0.12483,0.12411,0.1005,0.06757,0.04093
27,10,2.37953,0.67918,1.6621,-0.85142,0.98535,1.3842,0,0,1,1,-1.42161,6.32e-05,-0.04927,-1.47516,-0.0002509,-0.00743,0.25846,0.001146,-0.62191,0.515,838.11,0.5275,0.70914,0.11703,0.12947,0.11913,0.12503,0.23634,0.03635
27,13,0.95471,0.85607,11.7918,-1.40923,0.99677,2.1063,0,0,1,1,-1.85053,-0.0005552,0.07745,-2.06008,-0.001233,0.09941,-2.21042,-0.001741,-0.01713,33.086,393.2,0.67682,0.71783,0.13844,0.14419,0.11891,0.10216,0.06583,0.03583
28,1,0.45211,0.97412,4.094,-0.86834,0.95654,2.0643,0,0,1,1,-1.22566,0.0001343,-0.11619,-0.17008,0.0003413,-0.30871,1.51316,0.000916,-0.69976,0.105,1725.57,0.31208,0.70063,0.07581,0.10904,0.15917,0.10659,0.45294,0.08374
28,2,0.59413,0.95905,4.5528,-0.99607,0.95859,2.0358,0,0,1,1,-0.37481,0.0002844,-0.37794,-0.04901,0.000794,-0.47113,1.06379,0.000996,-0.76817,4.965,532.58,0.47388,0.84118,0.13682,0.06251,0.15335,0.06322,0.23595,0.03309
28,3,0.50445,0.94359,22.9452,-2.84014,1.05952,1.3392,0,0,1,1,-1.70472,-0.0002335,0.00174,-1.71684,-0.0003466,0.02057,-1.36216,3.4e-05,-0.16021,133.783,1100.21,0.67373,0.72965,0.11976,0.10387,0.12788,0.10339,0.07864,0.06309
28,6,0.48265,0.93194,0.7586,-0.24572,0.78447,1.3588,0,0,1,1,-1.5298,-0.000404,-0.07909,-0.02523,0.0002392,-0.31681,-0.80941,-0.000568,-0.28107,0.57,481.99,0.49271,0.75598,0.09314,0.08261,0.27886,0.11646,0.1353,0.04495
28,8,0.61012,0.92918,3.2131,-0.82974,0.95877,1.9448,0,0,1,1,-1.49778,0.0002165,-0.09997,-1.20606,0.0002463,-0.13935,0.14982,0.00069,-0.4509,0.105,1635.78,0.50363,0.69481,0.09569,0.10563,0.12014,0.11093,0.28053,0.08863
28,9,0.44945,0.98507,18.889,-1.63154,1.00082,2.2977,0,0,1,1,-0.59035,0.0002223,-0.15591,-1.27515,0.0003455,-0.17554,-1.12545,0.000773,-0.4482,0.252,1739.77,0.55833,0.69633,0.2389,0.17741,0.1166,0.09572,0.08617,0.03054
28,10,0.61822,0.94452,1.3733,-0.66371,0.9526,1.2175,0,0,1,1,-1.42161,6.32e-05,-0.04927,-1.47516,-0.0002509,-0.00743,0.25846,0.001146,-0.62191,0.515,838.11,0.5275,0.70914,0.11703,0.12947,0.11913,0.12503,0.23634,0.03635
28,13,0.47023,0.97957,15.7196,-1.56199,0.99899,2.0412,0,0,1,1,-0.74863,0.0001428,-0.1161,-1.05598,0.0005541,-0.24111,-0.37687,0.001145,-0.65829,0.273,1739.77,0.53975,0.69315,0.2105,0.1767,0.12577,0.10454,0.12398,0.02561
29,1,0.45211,0.97412,2.2865,-1.13952,0.99465,2.1697,0,0,1,1,-1.22566,0.0001343,-0.11619,-0.17008,0.0003413,-0.30871,1.51316,0.000916,-0.69976,0.105,1725.57,0.31208,0.70063,0.07581,0.10904,0.15917,0.10659,0.45294,0.08374
29,2,0.59413,0.95905,4.5528,-0.99607,0.95859,2.0358,0,0,1,1,-0.37481,0.0002844,-0.37794,-0.04901,0.000794,-0.47113,1.06379,0.000996,-0.76817,4.965,532.58,0.47388,0.84118,0.13682,0.06251,0.15335,0.06322,0.23595,0.03309
29,3,0.50445,0.94359,22.9452,-2.84014,1.05952,1.3392,0,0,1,1,-1.70472,-0.0002335,0.00174,-1.71684,-0.0003466,0.02057,-1.36216,3.4e-05,-0.16021,133.783,1100.21,0.67373,0.72965,0.11976,0.10387,0.12788,0.10339,0.07864,0.06309
29,6,0.48265,0.93194,0.7586,-0.24572,0.78447,1.3588,0,0,1,1,-1.5298,-0.000404,-0.07909,-0.02523,0.0002392,-0.31681,-0.80941,-0.000568,-0.28107,0.57,481.99,0.49271,0.75598,0.09314,0.08261,0.27886,0.11646,0.1353,0.04495
29,8,0.61012,0.92918,2.3218,-1.16423,0.99379,2.1699,0,0,1,1,-1.49778,0.0002165,-0.09997,-1.20606,0.0002463,-0.13935,0.14982,0.00069,-0.4509,0.105,1635.78,0.50363,0.69481,0.09569,0.10563,0.12014,0.11093,0.28053,0.08863
29,9,0.44945,0.98507,18.889,-1.63154,1.00082,2.2977,0,0,1,1,-0.59035,0.0002223,-0.15591,-1.27515,0.0003455,-0.17554,-1.12545,0.000773,-0.4482,0.252,1739.77,0.55833,0.69633,0.2389,0.17741,0.1166,0.09572,0.08617,0.03054
29,10,0.61822,0.94452,1.3733,-0.66371,0.9526,1.2175,0,0,1,1,-1.42161,6.32e-05,-0.04927,-1.47516,-0.0002509,-0.00743,0.25846,0.001146,-0.62191,0.515,838.11,0.5275,0.70914,0.11703,0.12947,0.11913,0.12503,0.23634,0.03635
29,13,0.47023,0.97957,15.7196,-1.56199,0.99899,2.0412,0,0,1,1,-0.74863,0.0001428,-0.1161,-1.05598,0.0005541,-0.24111,-0.37687,0.001145,-0.65829,0.273,1739.77,0.53975,0.69315,0.2105,0.1767,0.12577,0.10454,0.12398,0.02561
30,1,0.45211,0.97412,2.2865,-1.13952,0.99465,2.1697,0,0,1,1,-1.22566,0.0001343,-0.11619,-0.17008,0.0003413,-0.30871,1.51316,0.000916,-0.69976,0.105,1725.57,0.31208,0.70063,0.07581,0.10904,0.15917,0.10659,0.45294,0.08374
30,2,0.59413,0.95905,4.5528,-0.99607,0.95859,2.0358,0,0,1,1,-0.37481,0.0002844,-0.37794,-0.04901,0.000794,-0.47113,1.06379,0.000996,-0.76817,4.965,532.58,0.47388,0.84118,0.13682,0.06251,0.15335,0.06322,0.23595,0.03309
30,3,0.50445,0.94359,22.9452,-2.84014,1.05952,1.3392,0,0,1,1,-1.70472,-0.0002335,0.00174,-1.71684,-0.0003466,0.02057,-1.36216,3.4e-05,-0.16021,133.783,1100.21,0.67373,0.72965,0.11976,0.10387,0.12788,0.10339,0.07864,0.06309
30,6,0.48265,0.93194,0.7586,-0.24572,0.78447,1.3588,0,0,1,1,-1.5298,-0.000404,-0.07909,-0.02523,0.0002392,-0.31681,-0.80941,-0.000568,-0.28107,0.57,481.99,0.49271,0.75598,0.09314,0.08261,0.27886,0.11646,0.1353,0.04495
30,8,0.61012,0.92918,2.3218,-1.16423,0.99379,2.1699,0,0,1,1,-1.49778,0.0002165,-0.09997,-1.20606,0.0002463,-0.13935,0.14982,0.00069,-0.4509,0.105,1635.78,0.50363,0.69481,0.09569,0.10563,0.12014,0.11093,0.28053,0.08863
30,9,0.44945,0.98507,18.889,-1.63154,1.00082,2.2977,0,0,1,1,-0.59035,0.0002223,-0.15591,-1.27515,0.0003455,-0.17554,-1.12545,0.000773,-0.4482,0.252,1739.77,0.55833,0.69633,0.2389,0.17741,0.1166,0.09572,0.08617,0.03054
30,10,0.61822,0.94452,1.3733,-0.66371,0.9526,1.2175,0,0,1,1,-1.42161,6.32e-05,-0.04927,-1.47516,-0.0002509,-0.00743,0.25846,0.001146,-0.62191,0.515,838.11,0.5275,0.70914,0.11703,0.12947,0.11913,0.12503,0.23634,0.03635
30,13,0.47023,0.97957,15.7196,-1.56199,0.99899,2.0412,0,0,1,1,-0.74863,0.0001428,-0.1161,-1.05598,0.0005541,-0.24111,-0.37687,0.001145,-0.65829,0.273,1739.77,0.53975,0.69315,0.2105,0.1767,0.12577,0.10454,0.12398,0.02561
31,1,0.93551,0.84904,2.4001,-0.26699,0.38542,2.364,100,-2.17931,0.9991,4.09925,-1.94516,-0.0006437,0.03199,-2.93312,-0.0024884,0.17137,-1.4187,-0.000116,-0.16655,0.211,509.04,0.71167,0.79989,0.10725,0.10062,0.05024,0.03497,0.13084,0.06453
31,2,1.21624,0.82326,100,-1.44257,0.90453,1.3544,100,-1.61927,0.97102,1.51792,3.06378,0.0063935,-1.239,-3.27015,-0.0043885,0.35719,-0.26989,0.002275,-0.55171,82.955,322.91,0.74043,0.7893,0.10507,0.10172,0.09675,0.05757,0.05775,0.05141
31,3,0.3927,0.99712,1.35,-0.05725,0,1.2869,26.22,-1.78646,0.9987,1.1187,-1.15712,0.0007395,-0.17353,0.55727,0.0005295,-0.40518,-0.3311,-6.00E-05,-0.31275,7.785,423.8,0.4649,0.69305,0.09447,0.10413,0.29024,0.12993,0.1504,0.0729
31,6,0.58955,0.95501,2.4231,-0.52747,0.94556,2.0186,2.788,-2.1089,1.10794,1.20552,-1.11953,0.0032119,-0.25027,-0.6021,-0.0010206,-0.18196,-1.24696,-0.001997,-0.23045,1.681,199.54,0.56309,0.71948,0.11489,0.11772,0.2179,0.12207,0.10411,0.04073
31,8,1.13011,0.81584,2.3558,-0.28689,0.45307,2.3673,0,0,1,1,-1.91865,-0.000266,-0.00174,-2.73571,-0.0025689,0.14149,-1.72988,6.3e-05,-0.11892,0.211,509.04,0.72783,0.79592,0.10654,0.10095,0.05958,0.03376,0.10605,0.06938
31,9,0.59046,0.93482,20.7611,-0.94751,0.80123,2.6657,100,-1.41572,0.87338,1.56558,-1.25683,7.66e-05,-0.07262,-6.44026,-0.003049,0.8923,-4.99626,-0.003045,0.47246,28.243,451.74,0.77702,0.7606,0.1718,0.14362,0.02593,0.07231,0.02525,0.02347
31,10,0.74313,0.9229,24.7824,-0.77865,0.26881,2.9193,100,-1.01589,0.06729,1.90301,-1.72327,-0.0013644,0.02059,-3.44421,-0.0087834,0.60997,-2.33138,0.005521,-0.22353,20.684,154.95,0.69879,0.7068,0.12963,0.11336,0.13474,0.12788,0.03684,0.05196
31,13,0.57069,0.93811,20.5199,-0.93723,0.77411,2.6657,0,0,1,1,-1.51524,-0.0001543,-0.00431,-7.61229,-0.0033172,1.14965,-4.44531,-0.003085,0.33415,28.243,451.74,0.78402,0.74167,0.16897,0.14805,0.01982,0.09357,0.02719,0.01672
32,1,0.57781,0.94216,13.4422,-0.64929,0.51825,5.2113,7.991,-0.9352,0.94035,1.37407,-1.11968,0.0005742,-0.17648,-1.35567,-0.0009235,-0.03724,-0.28617,-0.001442,-0.293,0.769,658.35,0.51814,0.76637,0.12418,0.11598,0.12504,0.08444,0.23264,0.03321
32,2,0.61862,0.94465,23.1808,-0.85514,0.74927,7.3114,100,-1.61927,0.97102,1.51792,-1.76353,-0.0001099,-0.08677,-1.95439,-0.0006137,-0.01845,-1.98823,-0.001572,-0.0519,0.525,643.08,0.70911,0.82549,0.10481,0.07519,0.0973,0.06993,0.08879,0.02939
32,3,0.3927,0.99712,1.35,-0.05725,0,1.2869,26.22,-1.78646,0.9987,1.1187,-1.15712,0.0007395,-0.17353,0.55727,0.0005295,-0.40518,-0.3311,-6.00E-05,-0.31275,7.785,423.8,0.4649,0.69305,0.09447,0.10413,0.29024,0.12993,0.1504,0.0729
32,6,0.58955,0.95501,2.4231,-0.52747,0.94556,2.0186,2.788,-2.1089,1.10794,1.20552,-1.11953,0.0032119,-0.25027,-0.6021,-0.0010206,-0.18196,-1.24696,-0.001997,-0.23045,1.681,199.54,0.56309,0.71948,0.11489,0.11772,0.2179,0.12207,0.10411,0.04073
32,8,0.61559,0.94009,15.2853,-0.72512,0.65647,5.6784,0,0,1,1,-1.53054,3.56e-05,-0.12161,-1.56293,-0.0005977,-0.06192,-1.32464,-0.001265,-0.15206,0.525,658.35,0.6373,0.80767,0.11204,0.0812,0.12008,0.07636,0.13058,0.03477
32,9,0.48697,0.9785,8.1968,-0.66801,0.73584,3.9778,26.623,-1.2398,0.95594,1.76882,-1.18636,-0.0006321,-0.0256,-3.08654,-0.0011771,0.26436,-2.11669,0.001172,-0.29504,0.661,802.9,0.6962,0.76815,0.20326,0.11895,0.05023,0.08001,0.05031,0.03289
32,10,0.74313,0.9229,24.7824,-0.77865,0.26881,2.9193,100,-1.01589,0.06729,1.90301,-1.72327,-0.0013644,0.02059,-3.44421,-0.0087834,0.60997,-2.33138,0.005521,-0.22353,20.684,154.95,0.69879,0.7068,0.12963,0.11336,0.13474,0.12788,0.03684,0.05196
32,13,0.45581,0.99176,9.1642,-0.66326,0.67493,4.4726,0,0,1,1,-1.15625,-0.0002116,-0.03829,-2.89288,-0.0008582,0.20776,-2.47012,-0.000122,-0.22451,0.661,625.99,0.69876,0.73672,0.20572,0.15864,0.05548,0.09107,0.04004,0.01357
33,1,0.57781,0.94216,13.4422,-0.64929,0.51825,5.2113,7.991,-0.9352,0.94035,1.37407,-1.11968,0.0005742,-0.17648,-1.35567,-0.0009235,-0.03724,-0.28617,-0.001442,-0.293,0.769,658.35,0.51814,0.76637,0.12418,0.11598,0.12504,0.08444,0.23264,0.03321
33,2,0.61862,0.94465,23.1808,-0.85514,0.74927,7.3114,100,-1.61927,0.97102,1.51792,-1.76353,-0.0001099,-0.08677,-1.95439,-0.0006137,-0.01845,-1.98823,-0.001572,-0.0519,0.525,643.08,0.70911,0.82549,0.10481,0.07519,0.0973,0.06993,0.08879,0.02939
33,3,0.3927,0.99712,1.35,-0.05725,0,1.2869,26.22,-1.78646,0.9987,1.1187,-1.15712,0.0007395,-0.17353,0.55727,0.0005295,-0.40518,-0.3311,-6.00E-05,-0.31275,7.785,423.8,0.4649,0.69305,0.09447,0.10413,0.29024,0.12993,0.1504,0.0729
33,6,0.58955,0.95501,2.4231,-0.52747,0.94556,2.0186,2.788,-2.1089,1.10794,1.20552,-1.11953,0.0032119,-0.25027,-0.6021,-0.0010206,-0.18196,-1.24696,-0.001997,-0.23045,1.681,199.54,0.56309,0.71948,0.11489,0.11772,0.2179,0.12207,0.10411,0.04073
33,8,0.61559,0.94009,15.2853,-0.72512,0.65647,5.6784,0,0,1,1,-1.53054,3.56e-05,-0.12161,-1.56293,-0.0005977,-0.06192,-1.32464,-0.001265,-0.15206,0.525,658.35,0.6373,0.80767,0.11204,0.0812,0.12008,0.07636,0.13058,0.03477
33,9,0.48697,0.9785,8.1968,-0.66801,0.73584,3.9778,26.623,-1.2398,0.95594,1.76882,-1.18636,-0.0006321,-0.0256,-3.08654,-0.0011771,0.26436,-2.11669,0.001172,-0.29504,0.661,802.9,0.6962,0.76815,0.20326,0.11895,0.05023,0.08001,0.05031,0.03289
33,10,0.74313,0.9229,24.7824,-0.77865,0.26881,2.9193,100,-1.01589,0.06729,1.90301,-1.72327,-0.0013644,0.02059,-3.44421,-0.0087834,0.60997,-2.33138,0.005521,-0.22353,20.684,154.95,0.69879,0.7068,0.12963,0.11336,0.13474,0.12788,0.03684,0.05196
33,13,0.45581,0.99176,9.1642,-0.66326,0.67493,4.4726,0,0,1,1,-1.15625,-0.0002116,-0.03829,-2.89288,-0.0008582,0.20776,-2.47012,-0.000122,-0.22451,0.661,625.99,0.69876,0.73672,0.20572,0.15864,0.05548,0.09107,0.04004,0.01357
34,1,0.57781,0.94216,13.4422,-0.64929,0.51825,5.2113,7.991,-0.9352,0.94035,1.37407,-1.11968,0.0005742,-0.17648,-1.35567,-0.0009235,-0.03724,-0.28617,-0.001442,-0.293,0.769,658.35,0.51814,0.76637,0.12418,0.11598,0.12504,0.08444,0.23264,0.03321
34,2,0.61862,0.94465,23.1808,-0.85514,0.74927,7.3114,100,-1.61927,0.97102,1.51792,-1.76353,-0.0001099,-0.08677,-1.95439,-0.0006137,-0.01845,-1.98823,-0.001572,-0.0519,0.525,643.08,0.70911,0.82549,0.10481,0.07519,0.0973,0.06993,0.08879,0.02939
