DefaultSPUId,DefaultGenusId,A,B,a_nonmerch,b_nonmerch,k_nonmerch,cap_nonmerch,a_sap,b_sap,k_sap,cap_sap,a1,a2,a3,b1,b2,b3,c1,c2,c3,min_volume,max_volume,low_stemwood_prop,high_stemwood_prop,low_stembark_prop,high_stembark_prop,low_branches_prop,high_branches_prop,low_foliage_prop,high_foliage_prop
34,3,0.3927,0.99712,1.35,-0.05725,0,1.2869,26.22,-1.78646,0.9987,1.1187,-1.15712,0.0007395,-0.17353,0.55727,0.0005295,-0.40518,-0.3311,-6.00E-05,-0.31275,7.785,423.8,0.4649,0.69305,0.09447,0.10413,0.29024,0.12993,0.1504,0.0729
34,6,0.58955,0.95501,2.4231,-0.52747,0.94556,2.0186,2.788,-2.1089,1.10794,1.20552,-1.11953,0.0032119,-0.25027,-0.6021,-0.0010206,-0.18196,-1.24696,-0.001997,-0.23045,1.681,199.54,0.56309,0.71948,0.11489,0.11772,0.2179,0.12207,0.10411,0.04073
34,8,0.61559,0.94009,15.2853,-0.72512,0.65647,5.6784,225.279,-1.91784,0.99107,1.52935,-1.53054,3.56e-05,-0.12161,-1.56293,-0.0005977,-0.06192,-1.32464,-0.001265,-0.15206,0.525,658.35,0.6373,0.80767,0.11204,0.0812,0.12008,0.07636,0.13058,0.03477
34,9,0.48697,0.9785,8.1968,-0.66801,0.73584,3.9778,26.623,-1.2398,0.95594,1.76882,-1.18636,-0.0006321,-0.0256,-3.08654,-0.0011771,0.26436,-2.11669,0.001172,-0.29504,0.661,802.9,0.6962,0.76815,0.20326,0.11895,0.05023,0.08001,0.05031,0.03289
34,10,0.74313,0.9229,24.7824,-0.77865,0.26881,2.9193,100,-1.01589,0.06729,1.90301,-1.72327,-0.0013644,0.02059,-3.44421,-0.0087834,0.60997,-2.33138,0.005521,-0.22353,20.684,154.95,0.69879,0.7068,0.12963,0.11336,0.13474,0.12788,0.03684,0.05196
34,13,0.45581,0.99176,9.1642,-0.66326,0.67493,4.4726,100,-1.01589,0.06729,1.90301,-1.15625,-0.0002116,-0.03829,-2.89288,-0.0008582,0.20776,-2.47012,-0.000122,-0.22451,0.661,625.99,0.69876,0.73672,0.20572,0.15864,0.05548,0.09107,0.04004,0.01357
35,1,0.57781,0.94216,13.4422,-0.64929,0.51825,5.2113,7.991,-0.9352,0.94035,1.37407,-1.11968,0.0005742,-0.17648,-1.35567,-0.0009235,-0.03724,-0.28617,-0.001442,-0.293,0.769,658.35,0.51814,0.76637,0.12418,0.11598,0.12504,0.08444,0.23264,0.03321
35,2,0.61862,0.94465,23.1808,-0.85514,0.74927,7.3114,100,-1.61927,0.97102,1.51792,-1.76353,-0.0001099,-0.08677,-1.95439,-0.0006137,-0.01845,-1.98823,-0.001572,-0.0519,0.525,643.08,0.70911,0.82549,0.10481,0.07519,0.0973,0.06993,0.08879,0.02939
35,3,0.3927,0.99712,1.35,-0.05725,0,1.2869,26.22,-1.78646,0.9987,1.1187,-1.15712,0.0007395,-0.17353,0.55727,0.0005295,-0.40518,-0.3311,-6.00E-05,-0.31275,7.785,423.8,0.4649,0.69305,0.09447,0.10413,0.29024,0.12993,0.1504,0.0729
35,6,0.58955,0.95501,2.4231,-0.52747,0.94556,2.0186,2.788,-2.1089,1.10794,1.20552,-1.11953,0.0032119,-0.25027,-0.6021,-0.0010206,-0.18196,-1.24696,-0.001997,-0.23045,1.681,199.54,0.56309,0.71948,0.11489,0.11772,0.2179,0.12207,0.10411,0.04073
35,8,0.61559,0.94009,15.2853,-0.72512,0.65647,5.6784,225.279,-1.91784,0.99107,1.52935,-1.53054,3.56e-05,-0.12161,-1.56293,-0.0005977,-0.06192,-1.32464,-0.001265,-0.15206,0.525,658.35,0.6373,0.80767,0.11204,0.0812,0.12008,0.07636,0.13058,0.03477
35,9,0.48697,0.9785,8.1968,-0.66801,0.73584,3.9778,26.623,-1.2398,0.95594,1.76882,-1.18636,-0.0006321,-0.0256,-3.08654,-0.0011771,0.26436,-2.11669,0.001172,-0.29504,0.661,802.9,0.6962,0.76815,0.20326,0.11895,0.05023,0.08001,0.05031,0.03289
35,10,0.74313,0.9229,24.7824,-0.77865,0.26881,2.9193,100,-1.01589,0.06729,1.90301,-1.72327,-0.0013644,0.02059,-3.44421,-0.0087834,0.60997,-2.33138,0.005521,-0.22353,20.684,154.95,0.69879,0.7068,0.12963,0.11336,0.13474,0.12788,0.03684,0.05196
35,13,0.45581,0.99176,9.1642,-0.66326,0.67493,4.4726,100,-1.01589,0.06729,1.90301,-1.15625,-0.0002116,-0.03829,-2.89288,-0.0008582,0.20776,-2.47012,-0.000122,-0.22451,0.661,625.99,0.69876,0.73672,0.20572,0.15864,0.05548,0.09107,0.04004,0.01357
36,1,0.93066,0.84895,95.0253,-1.43545,0.94175,1.3924,100,-1.62713,0.9722,1.11147,0.73545,0.000985,-0.5364,1.95551,0.0028514,-0.74451,2.01456,0.002442,-0.82474,91.52,589,0.58184,0.62097,0.1145,0.07526,0.17776,0.20259,0.12589,0.10118
36,2,0.59476,0.94098,14.3032,-0.62988,0.39845,5.4123,10.047,-0.72992,0.72736,1.60056,-1.62089,3.71e-05,-0.10919,-0.9625,0.00528,-0.49917,-1.16829,0.002801,-0.3771,4.311,377.9,0.70475,0.74399,0.10923,0.07792,0.09041,0.10732,0.09561,0.07076
36,3,0.3927,0.99712,1.35,-0.05725,0,1.2869,26.22,-1.78646,0.9987,1.1187,-1.15712,0.0007395,-0.17353,0.55727,0.0005295,-0.40518,-0.3311,-6.00E-05,-0.31275,7.785,423.8,0.4649,0.69305,0.09447,0.10413,0.29024,0.12993,0.1504,0.0729
36,5,0.73897,0.91526,4.694,-0.62462,0.82075,1.1935,100,-1.68068,0.98349,1.06697,-2.40389,-0.0006387,0.16747,0.7055,0.0010978,-0.40103,4.4257,0.003629,-1.26336,127.454,477.88,0.5575,0.59987,0.10526,0.11245,0.18298,0.17218,0.15426,0.1155
36,8,0.77203,0.89281,14.863,-0.65914,0.46684,5.4293,16.705,-0.91655,0.82936,1.6068,-1.72516,0.0007567,-0.093,-3.39209,0.0023399,0.16231,-2.33819,0.001778,-0.05651,4.311,589,0.78139,0.58083,0.11349,0.08921,0.03814,0.2186,0.06698,0.11136
36,9,0.22956,1.10396,31.6148,-0.92957,0.50357,4.8645,2.006,-0.28654,0.49338,1.22375,-1.83978,-0.0007772,0.09672,-3.67419,-0.003197,0.52432,-3.34046,-0.003426,0.1832,20.351,362.8,0.71277,0.70499,0.15236,0.14958,0.09229,0.12416,0.04257,0.02127
36,13,0.22956,1.10396,31.6148,-0.92957,0.50357,4.8645,100,-1.01589,0.06729,1.90301,-1.83978,-0.0007772,0.09672,-3.67419,-0.003197,0.52432,-3.34046,-0.003426,0.1832,20.351,362.8,0.71277,0.70499,0.15236,0.14958,0.09229,0.12416,0.04257,0.02127
37,1,0.57781,0.94216,13.4422,-0.64929,0.51825,5.2113,7.991,-0.9352,0.94035,1.37407,-1.11968,0.0005742,-0.17648,-1.35567,-0.0009235,-0.03724,-0.28617,-0.001442,-0.293,0.769,658.35,0.51814,0.76637,0.12418,0.11598,0.12504,0.08444,0.23264,0.03321
37,2,0.61862,0.94465,23.1808,-0.85514,0.74927,7.3114,100,-1.61927,0.97102,1.51792,-1.76353,-0.0001099,-0.08677,-1.95439,-0.0006137,-0.01845,-1.98823,-0.001572,-0.0519,0.525,643.08,0.70911,0.82549,0.10481,0.07519,0.0973,0.06993,0.08879,0.02939
37,3,0.3927,0.99712,1.35,-0.05725,0,1.2869,26.22,-1.78646,0.9987,1.1187,-1.15712,0.0007395,-0.17353,0.55727,0.0005295,-0.40518,-0.3311,-6.00E-05,-0.31275,7.785,423.8,0.4649,0.69305,0.09447,0.10413,0.29024,0.12993,0.1504,0.0729
37,6,0.58955,0.95501,2.4231,-0.52747,0.94556,2.0186,2.788,-2.1089,1.10794,1.20552,-1.11953,0.0032119,-0.25027,-0.6021,-0.0010206,-0.18196,-1.24696,-0.001997,-0.23045,1.681,199.54,0.56309,0.71948,0.11489,0.11772,0.2179,0.12207,0.10411,0.04073
37,8,0.61559,0.94009,15.2853,-0.72512,0.65647,5.6784,225.279,-1.91784,0.99107,1.52935,-1.53054,3.56e-05,-0.12161,-1.56293,-0.0005977,-0.06192,-1.32464,-0.001265,-0.15206,0.525,658.35,0.6373,0.80767,0.11204,0.0812,0.12008,0.07636,0.13058,0.03477
37,9,0.48697,0.9785,8.1968,-0.66801,0.73584,3.9778,26.623,-1.2398,0.95594,1.76882,-1.18636,-0.0006321,-0.0256,-3.08654,-0.0011771,0.26436,-2.11669,0.001172,-0.29504,0.661,802.9,0.6962,0.76815,0.20326,0.11895,0.05023,0.08001,0.05031,0.03289
37,10,0.74313,0.9229,24.7824,-0.77865,0.26881,2.9193,100,-1.01589,0.06729,1.90301,-1.72327,-0.0013644,0.02059,-3.44421,-0.0087834,0.60997,-2.33138,0.005521,-0.22353,20.684,154.95,0.69879,0.7068,0.12963,0.11336,0.13474,0.12788,0.03684,0.05196
37,13,0.45581,0.99176,9.1642,-0.66326,0.67493,4.4726,100,-1.01589,0.06729,1.90301,-1.15625,-0.0002116,-0.03829,-2.89288,-0.0008582,0.20776,-2.47012,-0.000122,-0.22451,0.661,625.99,0.69876,0.73672,0.20572,0.15864,0.05548,0.09107,0.04004,0.01357
38,1,0.907981143,0.850238462,99.99999999,-1.410439858,1.032743354,8.200661467,99.99999999,-2.834478289,1.000904507,1.010012796,-1.651918,-0.0004055,-0.0337477,-2.455559,-0.0014986,0.0394686,-1.614988,-0.0002082,-0.1392802,0.30162951,762.5945702,0.699089446,0.822854404,0.126652453,0.092520882,0.064046018,0.029270972,0.110212084,0.055353742
38,2,1.115244734,0.841690547,20.603697,-0.586169305,9.9250003e-09,5.567278478,1.081496128,-0.014292353,1e-08,1.023093347,-1.643865,-2.47E-05,-0.0990339,-1.814172,-0.0006274,-0.0801466,-1.37449,-0.0006383,-0.2319116,0.832048054,568.7951554,0.679506467,0.826138367,0.110260745,0.083911084,0.096095718,0.05663432,0.114137071,0.03331623
38,3,0.621236,0.927453321,19.3060294,-0.943322261,0.923914188,5.502653865,0.147523235,-0.498517624,0.988164096,1.060445506,-0.40594,0.0020504,-0.3541551,0.4071855,0.000159,-0.3948407,0.4895712,-0.0001216,-0.4839459,39.64644616,266.2594042,0.560549601,0.697045049,0.105521357,0.110221341,0.18914164,0.119587522,0.144787403,0.073146088
38,6,0.738940576,0.899036818,5.048678726,-0.5,0.5,1.54482693,0.903083756,-1.223324312,0.999524272,1.014771267,-1.329008,0.0038303,-0.2426446,-2.820644,-0.0106289,0.3735961,-2.061208,0.0005343,-0.1692962,0.505673256,72.27241858,0.723168598,0.754614021,0.126807881,0.091758999,0.081036206,0.105798279,0.068987316,0.047828701
38,8,1.105698304,0.817587883,99.99999999,-1.383074095,1.06044355,9.099487139,0.95217531,-0.014307192,0.11594155,1.020362817,-1.538662,-0.0002032,-0.0832246,-2.58313,-0.0022193,0.1020842,-1.60939,-5.15E-05,-0.1455833,0.41433015,753.0989629,0.698043458,0.828292806,0.130186069,0.08786734,0.062593227,0.023145156,0.109177246,0.060694698
38,9,1.227126522,0.814520129,30.54103246,-0.851344242,0.66976961,7.476636773,38.207106,-1.701809224,0.995827307,1.078130179,-1.360484,-0.0002083,-0.0362811,-2.110273,-8.48E-05,-0.061304,-2.144309,-0.0002147,-0.2285588,0.242389363,1054.282167,0.698679658,0.799171697,0.16877191,0.12783935,0.076503135,0.057794642,0.056045298,0.015194312
38,10,1.478999997,0.822078517,89.91541732,-1.247268761,0.915156667,6.834438377,1.104779442,-0.01874544,1e-08,1.025520353,-1.577622,3.31e-05,-0.0396923,-2.006157,-0.0020487,0.1030154,-2.147009,-0.0012341,-0.1290147,0.256277961,454.1480702,0.691042514,0.772604066,0.1335828,0.126962036,0.110218576,0.077062467,0.065156111,0.023371431
38,13,1.521286572,0.780202773,60.22191801,-1.084403957,0.825558811,6.834531376,0.95217531,-0.014307192,0.11594155,1.020362817,-1.583971,-0.0002196,0.0054746,-1.78569,-0.0005561,-0.0737564,-2.02195,-0.0010316,-0.2342602,0.242389363,997.9505813,0.69195659,0.807539037,0.143246824,0.138200258,0.102668001,0.046694791,0.062128584,0.007565915
39,1,0.682406191,0.913007244,34.6598936,-1.012312659,0.894664764,7.158689316,2.199773662,-1.13986322,0.994398567,1.022902126,-1.791892,-0.0002819,-0.0213511,-0.7240622,-0.0007699,-0.1688515,-0.3034801,-0.0006129,-0.3580733,2.318533068,762.4766199,0.535661523,0.801729809,0.085495132,0.093512941,0.185225044,0.070384984,0.193618301,0.034372266
39,2,0.873417849,0.885843528,18.49059513,-0.816886115,0.74475979,4.280301524,4.927963816,-1.485699435,0.998623982,1.025873798,-1.821875,-0.0001614,-0.0595662,-0.9984587,-0.000789,-0.1769124,-0.8914505,-0.0011905,-0.2790404,1.551866345,602.9842259,0.605809995,0.828322041,0.08757288,0.082961542,0.159865398,0.061017086,0.146751727,0.027699331
39,3,0.501617265,0.954564591,19.3060294,-0.943322261,0.923914188,5.502653865,0.147523235,-0.498517624,0.988164096,1.060445506,-1.34574,-0.0002044,-0.0784552,0.7464222,-0.0002849,-0.3765462,0.401605,-0.0005183,-0.3938215,5.789225489,475.6512759,0.375998466,0.700173854,0.081129958,0.101889974,0.323346565,0.12609197,0.219525011,0.071844203
39,6,0.738940576,0.899036818,10.74498908,-0.46301133,0.174402779,4.392129367,0.903083756,-1.223324312,0.999524272,1.014771267,-2.347296,-3.81E-05,0.0676977,-1.761853,-0.0001164,-0.0610369,-1.940456,-0.0001281,-0.1359998,3.857557399,795.0643259,0.731104124,0.767911686,0.081026799,0.112014135,0.109850005,0.079938961,0.078019072,0.040135218
39,8,0.937792051,0.864092826,18.80527779,-0.743454591,0.610533578,4.994491274,161.8439514,-2.428847013,1.000740875,1.029342554,-1.61138,0.0002381,-0.1100975,-0.5391732,-0.0001415,-0.2631933,-0.3401128,-0.0003326,-0.3792267,1.551866345,762.4766199,0.535729688,0.799499957,0.086978716,0.092089652,0.190470883,0.072857197,0.186820713,0.035553195
39,9,0.972565784,0.866118695,45.46295155,-1.094185705,0.856708014,5.66662597,99.99999999,-2.152632774,0.998570978,1.023362722,-1.000573,-0.0003049,-0.0714391,-2.166312,-0.0013148,0.0856448,-2.313493,-0.0009114,-0.1724552,0.098286297,689.201025,0.652021344,0.778271326,0.213386881,0.14532256,0.085896516,0.063114795,0.048695259,0.013291319
39,10,1.610657526,0.786061948,89.91541732,-1.247268761,0.915156667,6.834438377,1.104779442,-0.01874544,1e-08,1.025520353,-1.216762,0.0015043,-0.1465071,-1.632935,-0.0009383,0.049126,-2.73702,-0.0044658,0.0560232,1.420879071,226.2430073,0.661720579,0.701299706,0.149572435,0.131499601,0.141447365,0.144767989,0.047259621,0.022432704
39,13,1.000204149,0.862239946,90.20388218,-1.342104756,0.950442828,6.504293137,161.8439514,-2.428847013,1.000740875,1.029342554,-1.096381,-0.0002401,-0.0476338,-1.997429,-0.001401,0.0534837,-2.466752,-0.0017312,-0.1475492,0.098286297,689.201025,0.656227161,0.77493823,0.20285907,0.160656502,0.097130958,0.056810137,0.043782811,0.00759513
40,1,0.546669798,0.950976003,93.21069475,-1.244500269,1.022523556,10,99.99999999,-2.156189728,0.998694917,1.014611553,-1.460103,-0.0004703,-0.0662667,-0.9957694,-0.0013293,-0.0966901,-0.791021,-0.0013205,-0.2224225,0.394098582,663.5426191,0.545599009,0.808804964,0.113286081,0.089328375,0.171166823,0.065941133,0.169948087,0.035925528
40,2,0.620892576,0.946101294,21.44736125,-0.660298986,0.340937606,6.269684502,99.99999999,-2.051599815,0.997678358,1.037662962,-1.82098,-0.000373,-0.0625593,-1.657286,-0.0014556,-0.0201124,-1.438912,-0.0010399,-0.1822509,0.104417063,686.4190688,0.663635527,0.847411293,0.097002412,0.070535242,0.122426366,0.052155972,0.116935696,0.029897493
40,3,0.501617265,0.954564591,19.3060294,-0.943322261,0.923914188,5.502653865,0.147523235,-0.498517624,0.988164096,1.060445506,-1.34574,-0.0002044,-0.0784552,0.7464222,-0.0002849,-0.3765462,0.401605,-0.0005183,-0.3938215,5.789225489,475.6512759,0.375998466,0.700173854,0.081129958,0.101889974,0.323346565,0.12609197,0.219525011,0.071844203
40,6,0.738940576,0.899036818,10.74498908,-0.46301133,0.174402779,4.392129367,0.903083756,-1.223324312,0.999524272,1.014771267,-1.329008,0.0038303,-0.2426446,-2.820644,-0.0106289,0.3735961,-2.061208,0.0005343,-0.1692962,0.505673256,72.27241858,0.723168598,0.754614021,0.126807881,0.091758999,0.081036206,0.105798279,0.068987316,0.047828701
40,8,0.578154354,0.946817683,48.33658787,-0.979698982,0.765238393,9.254777836,314.1170615,-6.761034933,1.00004277,1.000042771,-1.512368,-0.0003574,-0.0825214,-0.909709,-0.0013012,-0.1193355,-0.7870781,-0.0011512,-0.238584,0.104417063,686.4190688,0.545692355,0.820032471,0.105123032,0.082439384,0.18085235,0.061939736,0.168332264,0.035588409
40,9,0.939075627,0.869070735,15.2367015,-0.594402444,0.273901317,2.829780257,99.99999999,-1.98054049,0.993428533,1.027311529,-1.495932,-0.0006825,-0.0280724,-2.024915,-0.0012461,0.0492282,-2.450914,-0.0008517,-0.1162344,0.267963321,468.7110875,0.700252928,0.79062887,0.14970705,0.108208356,0.100282622,0.078816937,0.0497574,0.022345838
40,10,0.249563935,1.149707659,89.91541732,-1.247268761,0.915156667,6.834438377,0.890895605,-0.010674865,0.170398718,1.02312178,-1.338956,0.0008188,-0.1233636,-1.414224,-0.0010425,-0.0376646,-1.958984,-0.0002087,-0.1861505,9.036938386,313.086619,0.669022319,0.739230553,0.127532622,0.12299555,0.14586392,0.104371582,0.057581139,0.033402316
40,13,1.017722222,0.858736355,15.15963478,-0.610738078,0.405121245,2.826314881,314.1170615,-6.761034933,1.00004277,1.000042771,-1.540176,-0.0007619,-0.0069053,-2.068193,-0.0008818,0.0451433,-2.58355,-0.0009127,-0.1350153,0.267963321,459.3720101,0.71002514,0.782666,0.150422209,0.113310431,0.09672609,0.087064536,0.04282656,0.016959034
41,1,0.455031272,0.975384684,27.38948282,-1.093857955,0.992548032,5.324439744,0.337060982,-0.905106328,0.998761025,1.018382829,-1.896043,-7.68E-05,-0.0056274,-0.3106665,-0.0001148,-0.2145801,0.3435968,0.000341,-0.4424452,2.794610117,2727.803526,0.456840235,0.756207513,0.067797182,0.088080171,0.215448234,0.074180942,0.259914349,0.081531374
41,2,1.03258133,0.867951657,99.99999999,-1.598552667,1.094617666,4.07784783,1.767955442,-1.263591932,0.998690735,1.020035359,-1.625568,7.08e-05,-0.1098465,-0.7530977,0.0003481,-0.2450257,-0.8479053,0.0001846,-0.3120772,0.539187631,1265.715061,0.58012229,0.779247666,0.094601053,0.07649794,0.17962695,0.098943191,0.145649708,0.045311203
41,3,0.569445834,0.915329609,31.3966673,-1.027778243,0.946421879,9.181072977,0.752347706,-0.952378528,0.99539267,1.031981033,-1.541986,5.3e-05,-0.0632744,-0.0141913,-0.0001526,-0.2427835,0.1728825,-0.0001205,-0.3041622,0.767920862,2097.063614,0.394749673,0.741190702,0.075598017,0.10921566,0.254299061,0.082814,0.275353249,0.066779637
41,4,0.458589496,0.982787235,22.87158951,-0.886058235,0.920362671,6.990466426,2.896700294,-1.262326712,0.998688527,1.051082755,-1.774134,-4.25E-05,-0.0102457,0.3302141,-0.000153,-0.3061235,0.4685062,-0.000278,-0.436426,0.41108922,3462.674586,0.362197681,0.819918776,0.060384915,0.110431173,0.300505783,0.055386961,0.276911622,0.01426309
41,5,0.497746142,0.977656007,41.27354201,-1.025384947,0.923602106,7.76561681,0.54870672,-0.835829886,0.996274057,1.022997618,-1.244877,-1.93E-05,-0.0728796,-0.0248945,-0.0001724,-0.2091615,0.2900703,-0.0003808,-0.3410254,2.587423538,3057.885158,0.39130667,0.77781265,0.097210109,0.117634075,0.249706663,0.083550302,0.261776559,0.021002974
41,7,0.520888545,0.94632729,18.50902609,-0.891128707,0.917839462,7.020549353,99.99999999,-1.896679055,1.006262742,1.242212467,-0.5616812,0.0004131,-0.2596321,0.463182,7.2e-05,-0.3313192,0.8455845,-1.23E-05,-0.5053491,0.83015197,2434.111399,0.312236964,0.718111314,0.112694606,0.14774725,0.276683472,0.102614091,0.298384959,0.031527345
41,8,0.48709928,0.967343836,26.48860333,-0.959795819,0.944827242,7.137296376,0.392716302,-0.533064504,0.985728401,1.054324923,-1.44008,2.65e-05,-0.0690385,0.179227,-0.0001234,-0.2740652,0.6298863,-8.05E-05,-0.4538252,0.41108922,3462.674586,0.352556928,0.789486467,0.074334481,0.116782616,0.265507444,0.065979531,0.307601148,0.027751386
41,9,0.647729281,0.941624853,55.13896265,-1.513671769,1.033130076,8.380257541,99.99999999,-2.272171647,0.998331188,1.037025318,-0.5987475,-0.0001108,-0.2179472,-1.656835,2.7e-05,-0.0288816,-0.6760105,0.0001846,-0.4892645,0.920435039,1725.568581,0.565865767,0.788205713,0.211010509,0.070439878,0.102532869,0.12699749,0.120590855,0.01435692
41,10,1.156141943,0.867804107,99.99999999,-1.021518453,0.502448121,1.305090227,0.890895605,-0.010674865,0.170398718,1.02312178,-1.733454,-0.0005786,0.0123067,-1.253744,-0.0004228,-0.0585442,-0.5131046,0.0011113,-0.4724806,5.832284885,382.7908921,0.615591668,0.725466822,0.111617339,0.110523946,0.152458222,0.124247634,0.120332772,0.039761599
41,11,0.595244535,0.959460637,0.995619523,-1.00E-08,0.01076243,1.006381914,99.99999999,-2.272171647,0.998331188,1.037025318,-1.291454,5.21e-05,-0.0756369,-0.1016642,6.5e-05,-0.2732753,-0.8087489,0.0001133,-0.4255576,49.4228606,1286.024611,0.629145652,0.749572142,0.128147167,0.128156074,0.191270499,0.103949653,0.051436682,0.018322131
41,12,0.54140729,0.960138222,75.29415243,-1.402438385,0.976811719,4.965537166,99.99999999,-2.202629612,0.998115883,1.042735212,-1.554899,4.84e-05,-0.0443205,-0.4419988,-0.0003921,-0.1228719,-0.0335258,0.0006035,-0.5118409,5.807903127,1074.611558,0.511308511,0.71742579,0.097208694,0.117123805,0.244747688,0.128269608,0.146735107,0.037180797
